Gender,Class,Event,Round,Rank,Athlete,Team,Mark,DQRule,Points,Wind,Leg1,Leg2,Leg3,Leg4
Girls,Class 2,Long Jump,Preliminaries,8,Tony-ann Morris,Glengoffe High,5.16m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,9,Valissa Brown,Wolmer's Girls School,5.12m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,10,Abigail Gordon,Campion College,5.05m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,11,Maricia Spence,Holmwood Technical High,4.87m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,12,Dejrah Morris,Buff Bay High,4.80m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,13,Tiana Wilson,Mount Alvernia High,4.77m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,14,Tanaya Davis,Vere Technical High,4.66m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,15,Crystal Mcdonald,Merl Grove High,4.36m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,1,Lotavia Brown,Edwin Allen High,6.05mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,2,Aaliyah Lindsay,Alpha,5.76mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,2,Rhianna Phipps,Hydel High,5.76mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,4,Natasha Dudley,Vere Technical High,5.68mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,5,Crystal Morrison,St. Jago High,5.50mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,6,Samantha Jibbson,Holmwood Technical High,5.44mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,7,Reshma Anderson,Holy Childhood High,5.33mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,8,Toni-shay Stewart,Mannings High,5.30mq,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,9,Aaliyah Whitfield,Wolmer's Girls School,5.16m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,10,Sheniell Morrison,Manchester High,5.14m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,11,Jameil Tyrell,Buff Bay High,4.99m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,12,Shinelle Bromfiel,B. B. Coke High,4.97m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,13,Sarah Northover,St. Andrew,4.89m,,0.0,,,,,
Girls,Class 2,Long Jump,Preliminaries,14,Alliyah Mcneil,Steths,3.75m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,1,Fiona Richards,Edwin Allen High,43.94mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,2,Shamella Donaldso,Rusea's High,43.66mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,3,Tamara Thompson,Holmwood Technical High,43.63mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,4,Tyest Bryan,Hydel High,41.06mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,5,Adrienne Adams,Excelsior High,39.74mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,6,Shania Scott,St. Jago High,37.77mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,7,Kerrayne Fray,St. Andrew,34.58m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,8,Janelle Marsh,Dinthill,33.27m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,9,Ashley-Ann Miller,Camperdown High,32.96m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,10,Judeen Aird,Petersfield High,31.14m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,11,Krista-gaye Lesli,Steths,30.61m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,--,Cadiesha Douglas,Spaldings High,FOUL,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,1,Aiko Jones,Wolmer's Girls School,43.43mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,2,Kimone Reid,Edwin Allen High,42.42mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,3,Tiwani Myles,Rusea's High,41.45mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,4,Gabrielle Bailey,St. Jago High,39.42mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,5,Kisean Palmer,Excelsior High,37.17mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,6,Patrice Forrest,Hydel High,37.13mq,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,7,Joda-lee Johnson,Manchester High,35.65m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,8,Cadene Williams,St. Andrew Tech,32.06m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,9,Shanice Brown,Kingston High,31.09m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,10,Rachael Lewis,Oberlin High,30.22m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,11,Raesha Hyman,St. Andrew,30.01m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,12,Melonie Knight,Papine High,28.11m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,13,Kadian Grant,Petersfield High,25.42m,,0.0,,,,,
Girls,Class 1,Discus Throw,Preliminaries,--,Shaday Hudson,Holmwood Technical High,FOUL,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,1,Lox-lox Reid,Jamaica College,2:05.91Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,2,Chadrick Bacchus,Port Antonio High,2:06.02Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,3,Jahmarie Forreste,Cedric Titus High,2:10.21Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,4,Ainsley Campbell,Kingston College,2:10.22Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,5,Christobal Wright,Campion College,2:15.70,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,6,Dante Gordon,Mona High,2:16.24,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,7,Rayando Lindsay,Christiana High,2:35.47,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,1,Corlando Chambers,St. Jago High,2:10.22Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,2,Aquane Johnson,Winston Jones High,2:11.53Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,3,Tyrece Beckford,Mannings High,2:18.02Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,4,Audley Thompson,Port Antonio High,2:20.03Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,5,Stephen Smith,Greater Portmore,2:27.58,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,--,Nicholas Green,Maggotty High,DNF,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,1,Jevor Murray,Calabar High,2:09.75Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,2,Dwayne Thompson,Ferncourt High,2:10.92Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,3,Adrian Nethersole,Steths,2:10.97Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,4,Kerron Perry,Bog Walk High,2:11.37Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,5,Jovel Madourie,Cornwall College,2:13.46q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,6,Dante Dacres,Wolmer's Boys School,2:13.83,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,7,Kyode Clarke,Belair High,2:21.10,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,8,Roshawn Clarke,Camperdown High,2:22.22,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,1,Omarion Davis,Jamaica College,2:05.85Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,2,Raheem Richards,Kingston College,2:06.89Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,3,Sean Gardener,Manchester High,2:07.81Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,4,Wavell Morris,Frome Tech,2:09.61Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,5,Shamar Nicholson,Wolmer's Boys School,2:10.16q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,6,Richard Morgan,Lacovia High,2:11.61q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,7,Giovanni Samuels,Mona High,2:12.39q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,1,Tafar-hi Hinds,St. Jago High,2:05.61Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,2,Kewarny Fletcher,Calabar High,2:05.92Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,3,Vijay Benjamin,Steths,2:10.99Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,4,Juwarrie Locke,Frome Tech,2:11.34Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,5,Caballaro Walters,St. Thomas,2:13.96,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,6,Kemar Vernon,Charlemont High,2:14.12,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,7,Leon Gooden,Bridgeport High,2:32.37,,0.0,,,,,
Boys,Class 3,800 Meter Run,Preliminaries,--,Devonte Palmer,Lewisville High,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,1,Tyrice Taylor,Bog Walk High,2:01.59Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,2,Najee Rawle,Tacky High,2:03.91Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,3,Justin Richards,Tacius Golding High,2:03.99q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,4,Henry Nelson,St. Jago High,2:04.21q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,5,Delano Wood,Old Harbour High,2:06.08,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,6,Tajay Bramwell,Steths,2:07.92,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,--,Jerome Wray,Meadowbrook High,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,1,J'Voughnn Blake,Jamaica College,2:00.45Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,2,Rayon Campbell,Kingston College,2:01.53Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,3,Andre Binns,Mona High,2:02.52q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,4,Najay Mickiel,Port Antonio High,2:07.70,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,5,Alexander Steele,Charlemont High,2:07.83,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,6,Ramone Morgan,Tacius Golding High,2:07.91,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,7,Joshua Creary,Donald Quarrie High,2:11.95,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,--,Shamar Moore,St. George's,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,1,Javier Brown,Jamaica College,2:03.79Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,2,Giovouni Henry,Kingston College,2:04.14Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,3,Cejay Morrison,Holmwood Technical High,2:04.27q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,4,Richardo Thompson,Cornwall College,2:06.35,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,5,Kimalie Hylton,Bridgeport High,2:08.08,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,6,Rajay Collington,Steths,2:11.02,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,7,Tajay Clarke,Mannings High,2:11.95,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,8,Daneilo Mcdonald,Ferncourt High,2:28.55,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,1,Daniel Cunningham,Calabar High,2:01.00Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,2,Jahari Taylor,Wolmer's Boys School,2:03.14Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,3,Daniel Leslie,Camperdown High,2:04.29q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,4,Henrick Nelson,St. Jago High,2:06.25,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,5,Dorlon Clarke,Bridgeport High,2:07.11,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,6,Romoy Grant,Bellefield High,2:07.64,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,7,Shevaun Davis,Greater Portmore,2:20.06,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,--,Kirk Dawkins,Ascot High,DQ,RULE 163.5A,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,1,Marcus Hutchinson,Clarendon College,1:59.53Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,2,Rayshawn Brown,B. B. Coke High,2:01.32Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,3,Jason Murray,Charlemont High,2:01.48q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,4,Tajay Gardner,Munro College,2:02.94q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,5,Jahvoney Chin,Christiana High,2:04.12q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,6,Clayon Cooper,St. Mary High,2:04.25q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,7,Ashauni Bleeching,Maggotty High,2:08.19,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,8,Zockrie Chambers,Aberdeen,2:18.91,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,1,Assinie Wilson,Ferncourt High,2:00.22Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,2,Chevonne Hall,Edwin Allen High,2:00.50Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,3,Jordan Anderson,Calabar High,2:01.49q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,4,Brandon Gordon,Camperdown High,2:04.70q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,5,Kymani Sterling,Munro College,2:05.10q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,6,Nogomo Johnson,Glenmuir High,2:06.30,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,7,Jamar Segree,Petersfield High,2:06.57,,0.0,,,,,
Boys,Class 2,800 Meter Run,Preliminaries,8,Ojay Thompson,St. Thomas,2:11.37,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,1,Kimar Farquharson,Calabar High,1:58.43Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,2,Conroy Ellis,Kingston College,1:58.80Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,3,Royale Gordon,Greater Portmore,1:58.99q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,4,Kareem Chambers,Guys Hill High,1:59.27q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,5,Tivaughn Morgan,Bog Walk High,2:05.21,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,6,Tedwayne Whyte,Knockalva,2:05.95,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,7,Liandre Ricketts,Belair High,2:06.60,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,8,Omar Hibbert,Tacius Golding High,2:11.45,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,1,Jauavney James,Steths,1:59.56Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,2,Devontae Daley,Holmwood Technical High,1:59.73Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,3,Shemar Reid,Clarendon College,1:59.82q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,4,Givantino Gordon,Bog Walk High,2:00.96q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,5,Mark Mclarty,Meadowbrook High,2:02.95,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,6,Shamar Taylor,Garvey Maceo High,2:03.58,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,7,Roshane Sinclair,Charlemont High,2:10.63,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,1,Rushane Fullerton,Munro College,1:56.02Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,2,Tarees Rhoden,Kingston College,1:56.12Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,3,Denvare Robinson,Steths,1:56.40q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,4,Orlando Baker,Clarendon College,2:01.40q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,5,Rajiv Whyte,Papine High,2:04.90,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,6,Dean Brown,Glenmuir High,2:07.69,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,7,Oshawi Burgher,Morant Bay High,2:08.33,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,--,David Thompson,Bridgeport High,DQ,RULE 163.5A,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,1,Leon Clarke,St. Jago High,2:02.22Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,2,Dwayne Moore,Spaldings High,2:02.30Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,3,Derron Walcott,Albert Town High,2:02.57,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,4,Shevaughn Patters,York Castle High,2:03.69,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,5,Delroy Simms,Lacovia High,2:03.75,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,6,Martin Gardner,Pembroke Hall High,2:06.28,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,7,Koby Graham,Norman Manley High,2:07.19,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,8,Orlando Green,Excelsior High,2:08.47,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,1,Tyrese Reid,Spot Valley High,1:58.42Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,2,Dugion Blackman,Jamaica College,1:58.44Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,3,Leonardo Clarke,Muschett High,1:59.05q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,4,Tyrese Thomas,Holmwood Technical High,2:00.95q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,5,Milton Forbes,Porus High,2:01.85q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,6,Shavaune Squire,St. Catherine High,2:03.81,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,7,Kenniel Allen,Merlene Ottey High,2:06.97,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,1,Javon-taye Williams,Calabar High,1:56.15Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,2,Ken Reyes,Jamaica College,1:56.75Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,3,Shawn Wilson,Ferncourt High,1:57.37q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,4,Omar Francis,Hydel High,1:58.83q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,5,Raheen Holness,Maggotty High,1:58.84q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,6,Devoy Campbell,Waterford High,2:06.55,,0.0,,,,,
Boys,Class 1,800 Meter Run,Preliminaries,7,Javaun Clarke,Brown's Town High,2:18.44,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,1,Lamar Reid,Calabar High,7.06mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,2,Jaheim Cox,Kingston College,6.87mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,3,Kavian Kerr,St. Jago High,6.65mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,4,Johnathan Brooks,Jamaica College,6.40mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,5,Devoy Pinnock,Excelsior High,6.39mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,6,Jeremy Hibbert,Titchfield High,6.38mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,7,Darryl Anglin,Munro College,6.19m,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,8,Orlando Russell,Donald Quarrie High,6.09m,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,9,Daniel Austin,Wolmer's Boys School,5.85m,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,1,Jordan Turner,Calabar High,7.15mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,2,Waukeem Walters,Wolmer's Boys School,6.82mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,3,Jai Lewin,Jamaica College,6.78mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,4,Shamar Coke,Excelsior High,6.50mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,5,Tryphosa Thompson,St. George's,6.47mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,6,Brian Smith,St. Jago High,6.27mq,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,7,Scott Mcleod,Kingston College,6.24m,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,8,Eniola Johnson,Ardenne High,6.16m,,0.0,,,,,
Boys,Class 2,Long Jump,Preliminaries,9,Alexavier Monfries,Herbert Morrison,6.08m,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Kerrica Hill,Hydel High,25.84Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Jhenelle Dryden,Edwin Allen High,26.00Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Nashira Marsh,Tacky High,26.67q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Justine Royal,St. Andrew,26.72q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Sadeena Holder,Holmwood Technical High,27.18,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,6,Dashelle Medley,Vere Technical High,27.28,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,7,Ashantae Brown,The Queens School,28.33,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Alana Reid,Hydel High,25.42Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Carleta Bernard,Mount Alvernia High,26.47Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Onica Wint,Titchfield High,26.54q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Sharia Tomlin,St. Mary High,27.09,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Carlene Temple,Spaldings High,27.36,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,6,Shatrikia Brown,Charlemont High,27.91,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,7,Khaelia Bailey,Camperdown High,28.13,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Anne-lie Waite,Spaldings High,25.94Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Monique Proudlove,Holmwood Technical High,26.56Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Tanzen Turner,Excelsior High,27.09,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Gariann Scott,Rusea's High,27.55,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Georgia Richards,Ocho Rios High,28.18,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,6,Samoyah Gordon,Camperdown High,28.41,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Rasheika Byfield,Lacovia High,26.12Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Jovanne Guthrie,Grange Hill High,27.15Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Shantonique Mccal,Edwin Allen High,27.33,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Shenelle Wynter,Guys Hill High,28.06,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Shavay Mckenzie,Lewisville High,28.12,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Shanise Ellis,Manchester High,26.10Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Treshelle Simpson,St. Jago High,27.15Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Swedian Bennett,Lacovia High,27.60,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Anecia Campbell,Guys Hill High,27.76,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Rhianna Rerrie,Montego Bay High,28.72,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,--,Gabriella Clarke,Ardenne High,DQ,RULE 163.3B,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Asanneya Tomlin,St. Jago High,25.97Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Kelly Richards,St. Catherine High,26.49Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Abigail Martin,Merl Grove High,26.76,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Threshell Counsel,Morant Bay High,27.23,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Selecia Smith,Belair High,27.70,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,6,Sasheka Palmer,Petersfield High,28.11,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,7,Beauty James,Grange Hill High,28.37,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,1,Damoya Compass,Wolmer's Girls School,25.82Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,2,Aaliyah Foster,Mount Alvernia High,26.48Q,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,3,Brianna Landell,St. Andrew Tech,26.84,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,4,Rayanna James,Mannings High,27.09,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,5,Anurika Sinclair,Bog Walk High,27.57,,0.0,,,,,
Girls,Class 4,200 Meter Dash,Preliminaries,6,Caleasha Morris,St. James High,27.80,,0.0,,,,,
